node,degree,neighbor_edges,possible_edges,closure_ratio,brokerage_score,entity_type,gender
Le Grand Curien,7,21,21,1.0,0.0,unknown,unknown
Claudon veuve Bastien potier de terre,10,45,45,1.0,0.0,unknown,unknown
Jean Fleurat,10,45,45,1.0,0.0,unknown,unknown
de Hesse,4,6,6,1.0,0.0,unknown,unknown
Colas Bagre de Ste Marie,10,45,45,1.0,0.0,unknown,unknown
Dedie femme Nicolas Liebault de Raon,10,45,45,1.0,0.0,unknown,unknown
Jehennon femme Lyenard Heriet,10,45,45,1.0,0.0,unknown,unknown
Nicolas Estienne de Docelles,10,45,45,1.0,0.0,unknown,unknown
Marie femme George Ruzet,10,45,45,1.0,0.0,unknown,unknown
Marguitte femme Jean Laurent,10,45,45,1.0,0.0,unknown,unknown
Richard Jean Collate,10,45,45,1.0,0.0,unknown,unknown
Nicolas Honin,10,45,45,1.0,0.0,unknown,unknown
Marguitte femme Jean Claude le Clerc,10,45,45,1.0,0.0,unknown,unknown
Margueritte femme Nicolas Geliat,10,45,45,1.0,0.0,unknown,unknown
Claude Pacquet,10,45,45,1.0,0.0,unknown,unknown
? fils Nicolas Dentandt de la Fosse,9,36,36,1.0,0.0,unknown,unknown
Colatte femme Colin Mathiatte,7,21,21,1.0,0.0,unknown,unknown
Claudotte femme au grand Aulbry,10,45,45,1.0,0.0,unknown,unknown
Idoult le Chouxy,10,45,45,1.0,0.0,unknown,unknown
Demenge Mengeot,10,45,45,1.0,0.0,unknown,unknown
"Missing - very short.
(14) Catherine femme Colas Pairel",10,45,45,1.0,0.0,unknown,unknown
femme Jean Poirson,4,6,6,1.0,0.0,unknown,unknown
Marie femme de Jean Derechee,7,21,21,1.0,0.0,unknown,unknown
Marion femme Dieudonne George le petit Colin de Lubine,8,28,28,1.0,0.0,unknown,unknown
Nicolle femme du viel maire Nicolas Grillat,10,45,45,1.0,0.0,unknown,unknown
Honn Homme Colas Hougney,5,10,10,1.0,0.0,unknown,unknown
Jacote veuve Mathieu Marion de Docelles,10,45,45,1.0,0.0,unknown,unknown
Barbe femme Jean de Prey,10,45,45,1.0,0.0,unknown,unknown
Honn homme le maire Claudon Meschot,10,45,45,1.0,0.0,unknown,unknown
Francoise femme Pieresson Thiebault couvreur,9,36,36,1.0,0.0,unknown,unknown
"B 8712 no 3; witch 274, Mengeatte femme Jean Frampart de Saint Dié",10,45,45,1.0,0.0,unknown,unknown
Barbelline femme Girardin Didier Girardin de Combrimont,7,21,21,1.0,0.0,unknown,unknown
Françoise femme Chrestofle Thirion,10,45,45,1.0,0.0,unknown,unknown
"B 3323 no 2; witch 026, Sebille femme Jean Pierson, de Leintrey",10,45,45,1.0,0.0,unknown,unknown
Germaine veuve de Mengel le Compain du Souche de Clemecy,9,36,36,1.0,0.0,unknown,unknown
Marguitte femme Jean Didier Arnoulx,10,45,45,1.0,0.0,unknown,unknown
Jean fils Anthoine Mareschal,7,21,21,1.0,0.0,unknown,unknown
Claudon Girardin Haxo du Vivier,9,36,36,1.0,0.0,unknown,unknown
Alizon veuve Claudon Durand de Pajaille,10,45,45,1.0,0.0,unknown,unknown
Jean Clauchier de Dompierre,10,45,45,1.0,0.0,unknown,unknown
Jennon femme Claudon Besson,10,45,45,1.0,0.0,unknown,unknown
Jean Demenge Jacot,10,45,45,1.0,0.0,unknown,unknown
Catherine fille feu Demenge Perrise,10,45,45,1.0,0.0,unknown,unknown
Claudatte femme Nicolas Duhan sergent au bailliage de Nancy,9,36,36,1.0,0.0,unknown,unknown
Colin Clanne,10,45,45,1.0,0.0,unknown,unknown
Thomas Gerardin de Brantigny,10,45,45,1.0,0.0,unknown,unknown
Collatte fille Colas Chaisne de Ste Margarée,10,45,45,1.0,0.0,unknown,unknown
Catherine veuve Jean Grand George de Pajaille,10,45,45,1.0,0.0,unknown,unknown
Colin le Maire,10,45,45,1.0,0.0,unknown,unknown
Collatte femme Adam Bessat de Mazelay,10,45,45,1.0,0.0,unknown,unknown
Marguerite Jobarde,3,3,3,1.0,0.0,unknown,unknown
Jean Colignon le Vieux,10,45,45,1.0,0.0,unknown,unknown
Melline femme Henry Jean,10,45,45,1.0,0.0,unknown,unknown
Jan Graniere demeurant a Seuch,10,45,45,1.0,0.0,unknown,unknown
Mariatte veuve Curien Willaume,10,45,45,1.0,0.0,unknown,unknown
Barbeline femme Demenge Vosgien,10,45,45,1.0,0.0,unknown,unknown
Jean Francois de la Fosse,10,45,45,1.0,0.0,unknown,unknown
Martin Jeaugente,10,45,45,1.0,0.0,unknown,unknown
Royne femme Demenge Marchal,6,15,15,1.0,0.0,unknown,unknown
Marguitte femme du Sr Francois Morquin,3,3,3,1.0,0.0,unknown,unknown
Jeannon veuve Mengeot Brichelot,10,45,45,1.0,0.0,unknown,unknown
Jean Verger,10,45,45,1.0,0.0,unknown,unknown
Demenge Claude Cugnin,7,21,21,1.0,0.0,unknown,unknown
Françoise veuve Humbert Jouenot,10,45,45,1.0,0.0,unknown,unknown
Sebille femme Idoult Jean Martin,10,45,45,1.0,0.0,unknown,unknown
Nicolas le Maire le vieux alias Petit Homme,10,45,45,1.0,0.0,unknown,unknown
Toussainct Jean Fresse de La Bolle,10,45,45,1.0,0.0,unknown,unknown
Jean de Benamesnil,7,21,21,1.0,0.0,unknown,unknown
Francoise femme Gerard Barlet marchal de Rozieres,5,10,10,1.0,0.0,unknown,unknown
Hamans Petter,7,21,21,1.0,0.0,unknown,unknown
Thoussainct Claudon Thoussainct,7,21,21,1.0,0.0,unknown,unknown
Tiriot Mathieu cordonnier de la Neufville,8,28,28,1.0,0.0,unknown,unknown
Hanry Jean Hanry,10,45,45,1.0,0.0,unknown,unknown
Didielle femme Pierre Charpentier,10,45,45,1.0,0.0,unknown,unknown
"Ysabel femme au maire Demenge Grand Prey
Knew nothing against him",10,45,45,1.0,0.0,unknown,unknown
Jean de Sombois demeurant a l'Hermitage des Dames,10,45,45,1.0,0.0,unknown,unknown
Claude fils feu Andreu Jaulnat,3,3,3,1.0,0.0,unknown,unknown
Didier Arnould de Lubine,8,28,28,1.0,0.0,unknown,unknown
Zacharye Ragot,10,45,45,1.0,0.0,unknown,unknown
Jennon veuve George Grand Colas de Raon,8,28,28,1.0,0.0,unknown,unknown
Claude Lermitte des Petites Rosieres,9,36,36,1.0,0.0,unknown,unknown
Toussainct Guillemotte,10,45,45,1.0,0.0,unknown,unknown
"B 3792 no 1; Witch 062, Nicolas Herteman, de Brouvelieures",10,45,45,1.0,0.0,unknown,unknown
Germaine femme Jean Bertrand,9,36,36,1.0,0.0,unknown,unknown
Blaise Jean Colas Demenge Olry,10,45,45,1.0,0.0,unknown,unknown
Collate veuve Hidoult Jean Melin,10,45,45,1.0,0.0,unknown,unknown
Chenne femme Martin Cugnin,5,10,10,1.0,0.0,unknown,unknown
Jennon femme Jean de Benaumesnil,7,21,21,1.0,0.0,unknown,unknown
Jennon femme Noel Roch,10,45,45,1.0,0.0,unknown,unknown
Anne femme Mengin Claude tisserand en la meme rue,6,15,15,1.0,0.0,unknown,unknown
Nicolas Clement jeune fils de feu Bastien Clement manouvrier de St Nicolas,10,45,45,1.0,0.0,unknown,unknown
"Jean Demenge
Reputation since accusation by Lallemand; had heard he had recently",10,45,45,1.0,0.0,unknown,unknown
Honnorable homme Didier Lallemant Controlleur,9,36,36,1.0,0.0,unknown,unknown
Barbeline femme Demenge Jacat,10,45,45,1.0,0.0,unknown,unknown
Jean Mathieu manouvrier,7,21,21,1.0,0.0,unknown,unknown
Janne femme à Claude Vaultrin,10,45,45,1.0,0.0,unknown,unknown
Catherine veuve de Didier Rayeux,10,45,45,1.0,0.0,unknown,unknown
Janne servante au maire Claude Ulriet,10,45,45,1.0,0.0,unknown,unknown
Catherine fille Mengeon Genin de Rennegoutte,9,36,36,1.0,0.0,unknown,unknown
Jean Demenge le Roy,10,45,45,1.0,0.0,unknown,unknown
Claudatte femme Francois l'Hoste de Moyenmoutier,10,45,45,1.0,0.0,unknown,unknown
Claudin Clerget,3,3,3,1.0,0.0,unknown,unknown
Nicolas fils Antoine Ferry de Dompierre,10,45,45,1.0,0.0,unknown,unknown
Demenge Jean Baulche de Dompierre,10,45,45,1.0,0.0,unknown,unknown
Anne femme honn homme Pierson Ferry,10,45,45,1.0,0.0,unknown,unknown
Claude Danouzel,10,45,45,1.0,0.0,unknown,unknown
Marguitte femme Jean Pierron Colas de Robache,10,45,45,1.0,0.0,unknown,unknown
Mengeatte femme Blaise Marie de Robache,10,45,45,1.0,0.0,unknown,unknown
Margueritte femme Demenge Boigot,10,45,45,1.0,0.0,unknown,unknown
Dieudonnée femme Thomas Forgeot,9,36,36,1.0,0.0,unknown,unknown
i-xxvii,4,6,6,1.0,0.0,unknown,unknown
Claudatte femme Simon Gelyat,10,45,45,1.0,0.0,unknown,unknown
Nicolas Heugimont,10,45,45,1.0,0.0,unknown,unknown
Jehenne femme Colas Petit Claude de Gondrexon,7,21,21,1.0,0.0,unknown,unknown
Pierre Claude tisserand de St Nicolas,9,36,36,1.0,0.0,unknown,unknown
Claudon Gerard Jalley,10,45,45,1.0,0.0,unknown,unknown
Mengeatte femme Urbain Sagaire de Rougiville,9,36,36,1.0,0.0,unknown,unknown
Demenge Anguevin le jeune,10,45,45,1.0,0.0,unknown,unknown
Chrsitophe de Forges,10,45,45,1.0,0.0,unknown,unknown
"B 7314 no 2; witch 113, Margueritte veuve Barthelemin Liegey d'Ambacourt",9,36,36,1.0,0.0,unknown,unknown
"Colas Voignerat
Damaged - appears to claim that after eating some of her cherrie",10,45,45,1.0,0.0,unknown,unknown
Thieriot Barbonnille of Le Mesnil,10,45,45,1.0,0.0,unknown,unknown
Claudon frere au precedent temoin,10,45,45,1.0,0.0,unknown,unknown
Marguitte femme Colin George de Robache,10,45,45,1.0,0.0,unknown,unknown
Claudon Mongenety bourgeois de Saint Dié,10,45,45,1.0,0.0,unknown,unknown
Colas Mengeon Henry,7,21,21,1.0,0.0,unknown,unknown
Barbey femme Laurent le Masson du Saulcy,10,45,45,1.0,0.0,unknown,unknown
Allison femme Mre Estienne Cougnat,10,45,45,1.0,0.0,unknown,unknown
Mengeon fils Colas Jean Ferry de la Vacherie,10,45,45,1.0,0.0,unknown,unknown
Colas Curien de Mouriviller,10,45,45,1.0,0.0,unknown,unknown
Demenge Jacot Cole de Dompierre,10,45,45,1.0,0.0,unknown,unknown
? Claudon Noel,7,21,21,1.0,0.0,unknown,unknown
Catherine femme Abraham Hilaire,10,45,45,1.0,0.0,unknown,unknown
"Marion femme Mengeon Claude Mariatte
Dispute over damage done by animals of accu",10,45,45,1.0,0.0,unknown,unknown
Mesline femme Adam Thiebault,10,45,45,1.0,0.0,unknown,unknown
Dion femme a Colas Mathiat de Herbeviller,10,45,45,1.0,0.0,unknown,unknown
Melchior Bryant,10,45,45,1.0,0.0,unknown,unknown
Claudon Jacqué,10,45,45,1.0,0.0,unknown,unknown
Jacquatte femme Francois Atiatte de Rozieres,5,10,10,1.0,0.0,unknown,unknown
Jean Wanemont de Saincte Margarée,9,36,36,1.0,0.0,unknown,unknown
Nicolas Goery de Dompierre,10,45,45,1.0,0.0,unknown,unknown
Claudon Jeandey,10,45,45,1.0,0.0,unknown,unknown
"B 8675 no 1; witch 154, Gregoire Mathiel de Bertrimoutier",6,15,15,1.0,0.0,unknown,unknown
"Jean George de Combrimont
Had known her for 20 years",7,21,21,1.0,0.0,unknown,unknown
Jean Demenge Gerard,10,45,45,1.0,0.0,unknown,unknown
Bastien Bernard,10,45,45,1.0,0.0,unknown,unknown
Nicolas Brabant marchand de Raon,9,36,36,1.0,0.0,unknown,unknown
Barbe fille Jean Humbert,10,45,45,1.0,0.0,unknown,unknown
Valentin Jean Claude Estienne du Paire,10,45,45,1.0,0.0,unknown,unknown
Barbe femme Pierron Halmenan,10,45,45,1.0,0.0,unknown,unknown
Rozon femme Demenge Colas Gaixotte,10,45,45,1.0,0.0,unknown,unknown
Bastien Thieriet,8,28,28,1.0,0.0,unknown,unknown
Aubry Picquaud,10,45,45,1.0,0.0,unknown,unknown
Yolent femme honorable Hilaire Mirpot,10,45,45,1.0,0.0,unknown,unknown
Hellenix femme Demenge Michiel Vallance,10,45,45,1.0,0.0,unknown,unknown
Chrestienne François femme Jean Dieudenon,10,45,45,1.0,0.0,unknown,unknown
Allison Colas Estienne de Domjevin,10,45,45,1.0,0.0,unknown,unknown
Françoise femme Jean Mathieu le viel,10,45,45,1.0,0.0,unknown,unknown
Vincent Claude Jeandey d'Entre-deux-Eaux,10,45,45,1.0,0.0,unknown,unknown
Claudon Demenge Girard de Brehimont,10,45,45,1.0,0.0,unknown,unknown
Margueritte femme Jean Colotte,10,45,45,1.0,0.0,unknown,unknown
Le maire Demenge Nicklauss,10,45,45,1.0,0.0,unknown,unknown
Gigons Jacques,10,45,45,1.0,0.0,unknown,unknown
Jehennon femme Colas Henry Finance de Mandray,10,45,45,1.0,0.0,unknown,unknown
Nicolas Richier de Dompierre,10,45,45,1.0,0.0,unknown,unknown
Mengeatte femme Anthoine Jacquat,10,45,45,1.0,0.0,unknown,unknown
Jehennon fille Jean Vagnier,10,45,45,1.0,0.0,unknown,unknown
Claudon Valtin,10,45,45,1.0,0.0,unknown,unknown
Jean Vaultrin le jeune de Reillon,9,36,36,1.0,0.0,unknown,unknown
Nicolas Grand Prey fils du precedent,10,45,45,1.0,0.0,unknown,unknown
Menne femme Demenge Ferry,8,28,28,1.0,0.0,unknown,unknown
Claudatte femme François Pelletier le jeune,10,45,45,1.0,0.0,unknown,unknown
Marguitte fille Jean Vagnier,10,45,45,1.0,0.0,unknown,unknown
Honn homme Nicolas Petit Didier du Paire,10,45,45,1.0,0.0,unknown,unknown
Discrette personne Mre Mansuy Caillon,10,45,45,1.0,0.0,unknown,unknown
Thiriot le Duc,10,45,45,1.0,0.0,unknown,unknown
Jean Forgeat de la Neuveville,9,36,36,1.0,0.0,unknown,unknown
Jean Regnauldin de Nompatelize,10,45,45,1.0,0.0,unknown,unknown
Jeannette fille Jean Febuatte de la Vieville,10,45,45,1.0,0.0,unknown,unknown
Jean Mongeotte de Gondrexon,7,21,21,1.0,0.0,unknown,unknown
François Mecquart le viel,10,45,45,1.0,0.0,unknown,unknown
Bastienne femme Nicolas Mercier,10,45,45,1.0,0.0,unknown,unknown
Jehanne femme Guillaume des Mazieres de St Nicolas,10,45,45,1.0,0.0,unknown,unknown
Margueritte femme de Thierat Fournier boucher de Charmes,10,45,45,1.0,0.0,unknown,unknown
Dieudonne Jean de la Gotte de Mandray,10,45,45,1.0,0.0,unknown,unknown
Dieudonnée veuve Pierron Frampart,10,45,45,1.0,0.0,unknown,unknown
"Demenge Colas Girard
Previous year Thierion had closed off an ancient passage",10,45,45,1.0,0.0,unknown,unknown
Claudel Aubert,10,45,45,1.0,0.0,unknown,unknown
t. 2,4,6,6,1.0,0.0,unknown,unknown
Francoise veuve Demenge Maillard,9,36,36,1.0,0.0,unknown,unknown
A.D. Moselle,3,3,3,1.0,0.0,unknown,unknown
Suzanne femme Benigne Piot,6,15,15,1.0,0.0,unknown,unknown
Demenge Lucas Mongin,9,36,36,1.0,0.0,unknown,unknown
Demenge Barbellin,10,45,45,1.0,0.0,unknown,unknown
Asdeline femme Jean Methieu le jeune,10,45,45,1.0,0.0,unknown,unknown
Mengeatte femme Colas Lorion,10,45,45,1.0,0.0,unknown,unknown
Mengeon Chandel de La Hault,5,10,10,1.0,0.0,unknown,unknown
Jean Berque de Brehimont,10,45,45,1.0,0.0,unknown,unknown
Catherine veuve Nicolas d'Acraigne,10,45,45,1.0,0.0,unknown,unknown
(6) Barbe fille de feu Rock Olry,10,45,45,1.0,0.0,unknown,unknown
Colas Blasat,10,45,45,1.0,0.0,unknown,unknown
George Tabourin,10,45,45,1.0,0.0,unknown,unknown
Claudon le Petit Anthoine de Voinchere,10,45,45,1.0,0.0,unknown,unknown
Fleurance femme Claudon Viberat,10,45,45,1.0,0.0,unknown,unknown
Jean du Sellier,10,45,45,1.0,0.0,unknown,unknown
Jehenne femme Jean Grandidier,9,36,36,1.0,0.0,unknown,unknown
Nicolle femme Colas Mathiot,10,45,45,1.0,0.0,unknown,unknown
Demenge Anguevin dit Barbier,10,45,45,1.0,0.0,unknown,unknown
Claude Colas Woinier,10,45,45,1.0,0.0,unknown,unknown
Epnon femme de Claudel Jean le Masson de La Pelliere,9,36,36,1.0,0.0,unknown,unknown
Mengeon Claudon Noel,10,45,45,1.0,0.0,unknown,unknown
Anthenatte femme Claudon Jean marchal du Viel Marché,9,36,36,1.0,0.0,unknown,unknown
mulnier d'Amange (this is the,3,3,3,1.0,0.0,unknown,unknown
Jeanne Queriot femme Nicolas Demenge Henry manouvrier de St Nicolas,10,45,45,1.0,0.0,unknown,unknown
Double Hans,9,36,36,1.0,0.0,unknown,unknown
"Mengeatte veuve Lienard Demenge
Lienard",9,36,36,1.0,0.0,unknown,unknown
Georgel Voiry dit Melynne,10,45,45,1.0,0.0,unknown,unknown
Jean Thierion le jeune,10,45,45,1.0,0.0,unknown,unknown
Yzabel femme Didier Doyen de Domjevin,10,45,45,1.0,0.0,unknown,unknown
"B 7137 no 2; witch 116, Jennon veuve Florentin Bouvier, de Parey-sous-Montfort",3,3,3,1.0,0.0,unknown,unknown
"Jehennon femme Georgeon Colas Holbin
Long reputation. About 2 and a half years e",10,45,45,1.0,0.0,unknown,unknown
Dion femme Demenge Charpentier,10,45,45,1.0,0.0,unknown,unknown
"B 8735 no 2; witch 310, Didier Chaudron le jeune, de Raon",10,45,45,1.0,0.0,unknown,unknown
Nicolas Maitrey le jeune,9,36,36,1.0,0.0,unknown,unknown
Cesar Maillard,10,45,45,1.0,0.0,unknown,unknown
Thomas Matthieu de Ste Croix,10,45,45,1.0,0.0,unknown,unknown
Blaisotte veuve Pierron Gaignon,10,45,45,1.0,0.0,unknown,unknown
Dion femme du precedent,10,45,45,1.0,0.0,unknown,unknown
Didier Tixerant,10,45,45,1.0,0.0,unknown,unknown
Sebille veuve Nicolas Bourdemont,10,45,45,1.0,0.0,unknown,unknown
Jacques Royer,6,15,15,1.0,0.0,unknown,unknown
Claudon Bonipaire,10,45,45,1.0,0.0,unknown,unknown
Claudatte wife of Didier Vatrin of the same,5,10,10,1.0,0.0,unknown,unknown
Babon femme Idoult le Chouxe,10,45,45,1.0,0.0,unknown,unknown
Nicolas Bandesapt de Pajaille,10,45,45,1.0,0.0,unknown,unknown
George Napuel de Neufviller,6,15,15,1.0,0.0,unknown,unknown
Nicolas Rouyer,9,36,36,1.0,0.0,unknown,unknown
"Missing - damaged
(12) Jean Ralbes",10,45,45,1.0,0.0,unknown,unknown
"B 7316; witch 122, Hellenix Hottin, de la Neufville de Nancy",8,28,28,1.0,0.0,unknown,unknown
Nicolas Voillot,8,28,28,1.0,0.0,unknown,unknown
"B 8675 no 2; witch 155, Jehennon Napuel, veuve Demenge Mourel de",7,21,21,1.0,0.0,unknown,unknown
Toussainct Aulbertin du Viel Marché,9,36,36,1.0,0.0,unknown,unknown
Jean Gerard Domecourt,9,36,36,1.0,0.0,unknown,unknown
Alizon veuve Cugnin Aubertin,5,10,10,1.0,0.0,unknown,unknown
Jehennon femme Jean Gaultrin,10,45,45,1.0,0.0,unknown,unknown
Cathin femme Robinet Ganard,10,45,45,1.0,0.0,unknown,unknown
femme Didier Martin,3,3,3,1.0,0.0,unknown,unknown
Pierre d'Aspremont portier de la porte St Nicolas,9,36,36,1.0,0.0,unknown,unknown
Jean Moyne,10,45,45,1.0,0.0,unknown,unknown
Marguitte femme à Claude Jehandel du Paire,10,45,45,1.0,0.0,unknown,unknown
Colas de Lavelline,10,45,45,1.0,0.0,unknown,unknown
Jehenne fille Jean Claudon de Domjevin,10,45,45,1.0,0.0,unknown,unknown
Nicolas Bregeot,10,45,45,1.0,0.0,unknown,unknown
Didier Mairase,10,45,45,1.0,0.0,unknown,unknown
Demenge Claude Menginot,10,45,45,1.0,0.0,unknown,unknown
Claudon Parisot des Trois Maisons,7,21,21,1.0,0.0,unknown,unknown
Didiere femme Jehan Andreu,10,45,45,1.0,0.0,unknown,unknown
Claudette femme Michel Parmentier,10,45,45,1.0,0.0,unknown,unknown
Marguitte femme Claudon Grand Ferry,10,45,45,1.0,0.0,unknown,unknown
Bonne,3,3,3,1.0,0.0,unknown,unknown
Jeandel Babel de Lalebarde de Saulcy,10,45,45,1.0,0.0,unknown,unknown
"?
(6) Claudon du Haut - partly missing",8,28,28,1.0,0.0,unknown,unknown
Jean le Rouyer,10,45,45,1.0,0.0,unknown,unknown
Nicolas Cointzelin,10,45,45,1.0,0.0,unknown,unknown
Marion veuve de Jean Dounould de St. Dié,7,21,21,1.0,0.0,unknown,unknown
Marie veuve Jean Thiebaut de Raon,10,45,45,1.0,0.0,unknown,unknown
Collotte femme Didier Canot de Grand Faubourg de Raon,10,45,45,1.0,0.0,unknown,unknown
Demenge Colbay,10,45,45,1.0,0.0,unknown,unknown
Mengeon Gelyat de la Bourgonce,10,45,45,1.0,0.0,unknown,unknown
Nicolas Demenge le Parmentier of Brouramont,4,6,6,1.0,0.0,unknown,unknown
Elizabeth femme Mengin Barillat,4,6,6,1.0,0.0,unknown,unknown
Jean le Jeune,7,21,21,1.0,0.0,unknown,unknown
Jean Gelliat de la Neufville,10,45,45,1.0,0.0,unknown,unknown
Barthelhans Huyllier,7,21,21,1.0,0.0,unknown,unknown
B 8700 no 1; witch 236,3,3,3,1.0,0.0,unknown,unknown
"Michiel Holbin 26
Had never heard any harm of him",10,45,45,1.0,0.0,unknown,unknown
Claudon Valentin Bertrand de Sachemont,10,45,45,1.0,0.0,unknown,unknown
Barbe femme Demenge Cuysenier,8,28,28,1.0,0.0,unknown,unknown
Demenge le Maire de Mazelay,10,45,45,1.0,0.0,unknown,unknown
Jeanne femme Claude Ferquel,10,45,45,1.0,0.0,unknown,unknown
Colas Jean Mengenot le vieux,10,45,45,1.0,0.0,unknown,unknown
"B 3363; witch 052, Rose femme Louis Vincent, d'Autrepierre",10,45,45,1.0,0.0,unknown,unknown
Margueritte veuve Aubertin Lehel,10,45,45,1.0,0.0,unknown,unknown
Hanry Wiriat bourgeois de Ste Croix,10,45,45,1.0,0.0,unknown,unknown
Claude Crousée,10,45,45,1.0,0.0,unknown,unknown
Henry Mulnier dit le Clerc,10,45,45,1.0,0.0,unknown,unknown
Didier Hault Marchant,10,45,45,1.0,0.0,unknown,unknown
Jean Jacat Demenge de Docelles,10,45,45,1.0,0.0,unknown,unknown
Claudine femme Nicolas Richard marchand de St Nicolas,9,36,36,1.0,0.0,unknown,unknown
Laurence femme Bernard Meline de Brouvelieures,10,45,45,1.0,0.0,unknown,unknown
Claudatte femme Claudon le Charpentier of la Grandefosse,10,45,45,1.0,0.0,unknown,unknown
Dieudonné paistre des vaches du moctrier de Boreche,9,36,36,1.0,0.0,unknown,unknown
Margueritte femme Demenge Huguenin le jeune,10,45,45,1.0,0.0,unknown,unknown
Margueritte femme Demenge Mathieu,10,45,45,1.0,0.0,unknown,unknown
Mathiotte veuve Claudin Gegoust,10,45,45,1.0,0.0,unknown,unknown
Marion veuve de Jean Demenge Lienard d'Entre-deux-Eaux,10,45,45,1.0,0.0,unknown,unknown
"B 8678 no 4; witch 171, Libaire femme Guillaume Bouchier, de St Dié",9,36,36,1.0,0.0,unknown,unknown
Claude Jean Didier de Laulnay,10,45,45,1.0,0.0,unknown,unknown
Mengeon femme Jean de Corbessault,10,45,45,1.0,0.0,unknown,unknown
"Colas Jean le Maire
Missing section",10,45,45,1.0,0.0,unknown,unknown
Jean Prevost boulengier de Raon,10,45,45,1.0,0.0,unknown,unknown
George Guiart,10,45,45,1.0,0.0,unknown,unknown
Cuguin Flaux de Charmes,10,45,45,1.0,0.0,unknown,unknown
Didier Claude Phillippe,10,45,45,1.0,0.0,unknown,unknown
Chrestien Brabant de la Neufville,8,28,28,1.0,0.0,unknown,unknown
Demenge Badorat de St. Genoy,10,45,45,1.0,0.0,unknown,unknown
Jean Mourisot de la Neufville,8,28,28,1.0,0.0,unknown,unknown
Marguitte femme Mengeon Girard de la Fosse,9,36,36,1.0,0.0,unknown,unknown
Catherine femme Claudon Thomas,10,45,45,1.0,0.0,unknown,unknown
Nicolas Gamel de Brouvelieures,10,45,45,1.0,0.0,unknown,unknown
Jeanne femme Demenge Balatte,10,45,45,1.0,0.0,unknown,unknown
Mengeon Colas le Vieulx Homme,10,45,45,1.0,0.0,unknown,unknown
Mengeatte veuve Didier Babey,10,45,45,1.0,0.0,unknown,unknown
Demenge Perey,10,45,45,1.0,0.0,unknown,unknown
Nicolas Jean Gerardin,10,45,45,1.0,0.0,unknown,unknown
Jeanne veuve Claudon Bessy des Petites Rosieres,9,36,36,1.0,0.0,unknown,unknown
Mengeotte femme de Vincent Jeandey d’Entre-deux-Eaux,10,45,45,1.0,0.0,unknown,unknown
Catherine femme Didier Bernay Dion de Lubine,8,28,28,1.0,0.0,unknown,unknown
Catherine femme Jean Claudon Thierion,10,45,45,1.0,0.0,unknown,unknown
Jean Mourxat,10,45,45,1.0,0.0,unknown,unknown
Marie fille Remy Jeandel,10,45,45,1.0,0.0,unknown,unknown
Colas Guerard,10,45,45,1.0,0.0,unknown,unknown
Henryat Mathieu le jeune,10,45,45,1.0,0.0,unknown,unknown
Colas Claude Demenge Genay,10,45,45,1.0,0.0,unknown,unknown
Claudon femme Claudon le Cerf,10,45,45,1.0,0.0,unknown,unknown
Jennon veuve Vallentin Mesline,10,45,45,1.0,0.0,unknown,unknown
Catherine femme Jean Clement,10,45,45,1.0,0.0,unknown,unknown
Mongeatte femme de Jean Jacquat hostelain à Charmes,10,45,45,1.0,0.0,unknown,unknown
Dedie femme Coals Faille,10,45,45,1.0,0.0,unknown,unknown
Jennon veuve Jean Colin de Laistre (Ban de Sapt),10,45,45,1.0,0.0,unknown,unknown
Nicolas Mongeot Mareschal de Brouvelieures,10,45,45,1.0,0.0,unknown,unknown
Jean Bresson alias Neuxat,10,45,45,1.0,0.0,unknown,unknown
Bastien Riotte bourgeois de Sainte Croix,6,15,15,1.0,0.0,unknown,unknown
Benitte femme Demenge Comte de Pajaille,10,45,45,1.0,0.0,unknown,unknown
Epnon femme Mengeon le Marchal,10,45,45,1.0,0.0,unknown,unknown
Jean Berqua de Brehimont,10,45,45,1.0,0.0,unknown,unknown
"Marion femme Claudey Michiel Flandrey
Had been refused pastries from house on Ch",10,45,45,1.0,0.0,unknown,unknown
Colin Grandidier,9,36,36,1.0,0.0,unknown,unknown
"B 8736; witch 314, Sebille fille Didier Pescheur de la Neufville les Raon",8,28,28,1.0,0.0,unknown,unknown
Barbe femme Demenge Angnevin,10,45,45,1.0,0.0,unknown,unknown
Christienne veuve Jean Chenillart de Ste Croix,10,45,45,1.0,0.0,unknown,unknown
Jennon femme Claudon Woiriat,9,36,36,1.0,0.0,unknown,unknown
Gaspard Didier,3,3,3,1.0,0.0,unknown,unknown
Yollan femme du precedent,9,36,36,1.0,0.0,unknown,unknown
Jacquette fille de la precedente,9,36,36,1.0,0.0,unknown,unknown
Claudon Mathieu de la Neuveville,9,36,36,1.0,0.0,unknown,unknown
"B 8735 no 4; witch 311, Jennon femme Bastien Jean Simon de Raon",8,28,28,1.0,0.0,unknown,unknown
Jean Comand,10,45,45,1.0,0.0,unknown,unknown
Clemence femme Hidoulf Cognolle,10,45,45,1.0,0.0,unknown,unknown
Nicolas Martin Colé,9,36,36,1.0,0.0,unknown,unknown
Bastienne femme Nicolas Poulain,10,45,45,1.0,0.0,unknown,unknown
"B 2203 no 1; witch 009, Catherine femme Claudon Malgrais, de Champegnoult",7,21,21,1.0,0.0,unknown,unknown
Nicolas Gegoult marchal de Charmes,10,45,45,1.0,0.0,unknown,unknown
